,test_comment,sim,y_true
13,มีแต่คนแนะนำราเมนร้านนี้เลยขอมาลองหน่อยร้านอยู่สุขุมวิท39อยู่ในthemanorมีที่จอดรถตอนมาคนค่อนข้างเยอะเลยต้องรอคิวมาถึงเปิดเมนูแล้วจิ้มเลยkakunibankara260บาททานแล้วรู้สึกว่าซุปมันมากและเค็มไปหน่อยเพิ่งเอาเมนูมาดูอย่างละเอียดตอนหลังเลยเพิ่งเห็นว่าลดมันและเค็มได้แต่ก็พอได้น้ำซุปเข้มข้มถึงรสกระดูกหมูมีหมูสามชั้นตุ๋นชิ้นใหญ่หนาแต่นุ่มอร่อยส่วนเมนูทานเล่นสั่งไก่ทอดคาราเกะ100บาทมีมะนาวช่วยตัดเลี่ยนไก่กรอบแต่แอบชุ่มน้ำมัน,0.08947368421052632,0
14,"วันนี้มาแนะนำร้านเผือกทอดแถวๆศาลเจ้าพ่อเสือตรงถนนมหรรณพที่เชื่อมกับถนนดินสอบริเวณเสาชิงช้าจ้า

ร้านนี้ทอดกันสดๆอยู่หน้าร้านเลยทีเดียวทำได้น่าทานมากมากโดยจะทำเป็นTaroball
ปั้นเป็นรูปกลมๆพอดีคำเลยค่ะแล้วก็ทอดได้เหลืองกรอบดีจริงๆนอกจากนี้ยังมีเต้าหู้ทอดข้าวโพดทอดและของทอดอื่นๆด้วยส่วนตัวเด่นก็คงจะเป็นเผือกนี่หล่ะจ้า

จริงๆแล้วทำได้ออกมาค่อนข้างพอดีเลยแหละกรอบนอกนุ่มในแต่เราเป็นคนไม่ค่อยชอบทานหวานเลยรู้สึกว่าหวานนำไปนิดนึงค่าน้ำจิ้มก็หวานด้วยยิ่งพากันหวานไปใหญ่แต่ถ้าคนชอบเราว่าน่าจะอร่อยมากมากเลยล่ะ

สำหรับข้าวโพดและเต้าหู้รู้สึกว่าก็เฉยๆค่ะข้าวโพดก็หวานไปสำหรับเราอีกแล้วไม่หอมเท่าที่เคยทานค่ะเผือกนี่แหละต้องยกนิ้วให้จริงๆลองมาทานกันดูน้า",0.205607476635514,1
15,"แกงกะหรี่ของร้านนี้มีจุดเด่นที่น้ำแกงกะหรี่ทำจากซุปไก่ที่รสชาติเข้มข้นแต่ไม่เลี่ยน
ซึ่งในแต่ละเซตเมนูจะประกอบไปด้วยอาหารจานหลั/สลัดผัก/ของหวาน/และยังมีน้ำเปล่าเสริฟให้ฟรีด้วย

นอกจากข้าวแกงกะหรี่ที่รสชาติดีแล้วของหวานที่เสิร์ฟมาในเซตก็ดีงามไม่แพ้กัน
โดยของหวานมี2อย่างคือเจลลี่กาแฟและพุดดิ้งนมสด(เลือกได้1ที่ต่อเซต)",0.2839506172839506,0
16,อย่างแรกเลยขอล่ะถ้าตังค์ไม่หนาพออย่าสั่งน้ำส้มคั้นหรือน้ำอะไรก็ชั้งในนั้นเพราะแพงมากวันนี้เราไปกินเห็นโต็ะข้างกินแฟนเลยบอกอยากกินบ้างพอสั่งเท่านั้นแหละแหล่ไปเห็นป้ายราคาตอนเนี้ย160แล้วนะไมรู้ว่ามันขายน้ำอะไรกันแน่แพงมากขนาดเราสั่งผัดไทยสองจานทานในร้านยังแพงสู้น้ำส้มขวดนั้นไม่ได้เลยคือรู้สึกแย่ชะมัดนึกว่าจะราคาทั่วๆไปกลับตั้งราคาแพงกว่าส้มโลนึงหรือสองโลที่ขายตามตลาดอีกเห้ออย่าไปเลยเราว่านะรสชาติอร่อยแต่จะบอกให้ว่าเนี้ยมันผัดไทยธุรกิจคือคิดขายราคาสู้ไม่เห็นใจผู้บริโภคเลยรุ่นที่ขายนี่ก็ที่3-4แล้วเห็นออกรายการดูพูดโน้นนี่แปลกเหมือนไม่ใช่ครอบครัวเดียวกับป้าทิพย์สมัยเลยเหมือนซื้อกิจการมากกว่า,0.10714285714285714,0
17,"MidwinterGreenเป็นร้านที่แวะมาทุกครั้งที่มาเขาใหญ่
ใครอยากทานอาหารอร่อยบรรยากาศดีโรแมนติกแนะนำร้านนี้
ช่วงเวลาที่แนะนำช่วง5โมงเป็นต้นไปโซนด้านนอกบรรยากาศดีมาก(ส่วนใครขี้ร้อนก็นั่งโซนด้านในได้)ยิ่งช่วงหน้าหนาวนี่ฟินสุดๆนั่งทานอาหารจิบไวน์ฟังดนตรีสดท่ามกลางหมอกและขุนเขา
มาในเรื่องเมนูอาหารมารอบนี้ไม่พลาดที่สั่งพิซซ่าMidwinterเพื่อนบอกว่าเป็นพิซซ่าที่อร่อยสุดที่เคยทานมา",0.2807017543859649,0
18,ข้าวหมูแดงหมูกรอบดีมากหมูมะระตุ๋นก็ดีมากต้องเช็ควันดีๆเพราะไม่ได้มีทุกวันนะหมูนุ่มมะระแอบขมเล็กน้อยแต่โอเคหมูกรอบดีมากๆชอบหมูกรอบที่นี่น้ำข้าวหมูแดงอร่อยไม่หวานมากปริมาณเยอะคนเยอะแต่ได้อาหารไวมากค่าา,0.5213675213675214,0
19,อาหารอร่อยเครื่องเคียงเยอะมากรสชาติอร่อยเเบบเหมือนทานที่เกาหลีเลยติดอยู่ตรงหมูสามชั้นหั่นชิ้นเล็กและบางไปหน่อยบรรยากาศในร้านดีร้านไม่ใหญ่มากที่นั้งสบาย,0.1276595744680851,0
20,"บรรยากาศโรแมนติกสุดๆรสชาติอาหารธรรมดาถ้าให้คะแนนสถานที่ให้95เต็ม100เลยร้านสวยบรรยากาศดีเหมาะมากสำหรับคู่รักดนตรีสดนักดนตรีฝีมือเพลงเพราะเบียร์อร่อยอาหารให้คะแนน75เต็ม100ทานได้แต่ไม่ถึงกับประทับใจการบริการกลางๆเนื่องจากลูกค้าเยอะมากแนะนำครับถ้าใครจะมาdinnerที่นี่โทรจองก่อนไม่งั้นอดแน่นอนราคาจัดว่าแพงแต่นานๆกินทีก็จัดให้หนักไปเลยครับ
ปล.ห้องน้ำแอร์เย็นมาก",0.19594594594594594,0
21,ร้านเปิดตั้งแต่4โมงควรรีบมาเพราะคนเต็มเร็วมากบรรยากาศเหมือนฟาร์มเมืองนอกมีนกฟลามิงโก้กระต่ายปลาห่านเด็กๆชอบมากเหมาะทานข้าวกับครอบครัวบรรยกาศดีผู้สูงอายุก็ชอบ,0.09547738693467336,1
22,แป้งๆแบบนี้ของโปรดเลยนะคะสั่งpizzahalfbigmamaและkillerนะคะตัวแป้งบาวกรอบอร่อยใช้ได้เลยนะคะหน้าbigmamaก็หน้าแน่นดีนะคะไส้กรอกเฉยๆชีสกลางๆผักโขมส่วนkillerพอใช้ได้นะคะมีรสชาติขึ้นมานิดนึงแต่ยังไงก็ถือว่าดีกว่าพิซซ่าchainคุ้มด้วย,0.3153846153846154,0
23,"CustardNakamuraร้านขายขนมปังสไตล์ญี่ปุ่นภายในร้านตกแต่งด้วยเฟอร์นิเจอร์แบบไม้ใช้โทนสีน้ำตาลให้สไตล์อบอุ่นพื้นที่ในร้านแบ่งออกเป็นโซนต่างๆทั้งแซนวิชขนมอบต่างๆขนมปังสดเค้กนานาชนิดๆ

ขนมปังของที่ร้านมีทั้งแซนวิชหมูทอดแซนวิชไข่แซนวิซทูน่าแซนวิซรวมโครโรเกะใไส้หอมใหญ่หมูสับไส้กุ้งไส้ปูบราวนี่เดนิชหน้าต่างๆชูครีมปังเมล่อนเอแคลร์ชีส้ค้กแบะอีกสารพัดนานาชนิดรสชาติของขนมปังอร่อยมากปริมาณเยอะสะใจมีหลากหลายแย่างให้เลือกราคาของขนมปังยังไม่แพงอีกด้วย

ร้านCustardNakamuraตั้งอยู่ที่ซอยสุขุมวิท33/1เปิดทุกวันเวลา08.00-20.00น.ทางร้านไม่มีจอดรถค่ะ.",0.3063063063063063,1
24,"#UC2019no.08612/05/19

มาเดินหาซื้ออุปกรณ์กอล์ฟที่ธนิยะก็ได้โอกาสแวะกินข้าวแกงกะหรี่ที่ร้านนี้น้องปอบสั่งข้าวแกงกะหรี่เนื้อYakiniku฿300ไม่มีบวกค่ะ

มื้ออาหารเริ่มเสิร์ฟด้วยสลัดถ้วยเล็กๆแล้วตามด้วยข้าวแกงกะหรี่รสชาติแกงกะหรี่ของร้านนี้เข้มข้นกลมกล่อมน้องปอบว่าถูกปากคนไทยมากค่ะเพราะรู้สึกว่ายังอร่อยกว่าแกงกะหรี่ที่น้องปอบไปกินที่ร้านดังในโตเกียวเสียอีก

เนื้อผัดยากินิคุเป็นเนื้อสไลซ์บางๆผัดออกมาแล้วนุ่มอร่อยดีมากน้ำซอสผัดรสชาติเข้าเนื้อดีข้าวญี่ปุ่นเหนียวนุ่มหอมมันอร่อยมากค่ะ

ปิดท้ายมื้อด้วยของหวานที่ให้เลือกได้1อย่างมีพุดดิ้งชากาแฟร้อนเย็นหนังปอบเลือกกาแฟเย็นหอมอร่อยไม่เปรี้ยวใส่น้ำเชื่อมกับนมตามชอบค่ะ",0.24050632911392406,0
25,"(สยามพารากอน)

อยากลองร้านนี้มานานแล้วค่ะพออ่านรีวิวเจอว่าทางร้านมีเซ็ตอาหารกลางวันในราคาจับต้องได้ในวันที่ต้องมาทำธุระแถวๆนี้ก็ขอเลือกลองมื้อเที่ยงที่ร้านนี้ค่ะ

เซ็ตอาหารกลางวันมีทุกวันนะคะมีหลายราคาให้เลือกเราเลือกลองแบบ490++มี4คอร์สด้วยกัน

-คอร์สแรกเลือกสลัดปูคือดีงามมากๆผักสดกรอบเนื้อปูสดหวานโะด้านบนมาหลายชิ้นพร้อมด้วยมันปูหอมๆจานนี้อร่อยมากมายจริงๆค่ะชอบมากๆ

-คอร์สสองเลือกหอยนางรมชุบแป้งทอดหอยนางรมอวบๆทอดมาแบบไม่กรอบมากหอยนุ่มๆอร่อยดีงามค่ะ

-คอร์สสามเลือกข้าวหน้าโทโร่สับจานนี้ดีเริ่ดอลังการอีกแล้วค่ะโทโร่สับโปะมาให้อย่างเยอะปลาสดหวานข้าวปรุงรสชาติดี

-คอร์สสี่เลือกมูสชาเขียวเป็นการปิดท้ายมื้อที่ลงตัวสุดๆค่ะมูสเนียนๆหอมชาเขียวอร่อยมากมายจริงๆ",0.32857142857142857,1
26,วันนี้คิดถึงเสี่ยวหลงเปาอร่อยๆเลยมาจัดหนักจัดเต็มที่ร้านนี้หลังจากที่มากินไปเมื่อ2ปีก่อนและไม่ประทับใจมาคราวนี้นึกว่าจะเปลี่ยนไปเพราะเมื่อล่าสุดไปชิมอาหารที่ร้านนี้ดต่เป็นสาขาเซ็นทรัลเอ็มบราซี่แล้วประทับใจและอร่อยมากกับสาขาดังกล่าวเลยกลับมาที่สาขานี้บอกได้เลยว่าสั่งไปเป็น10อย่างไม่ถูกใจและไม่อร่อยสักอย่างเดียวไม่ว่าจะเป็นไก่แช่เหล้าเสี่ยวหลงเปาเกี๊ยวผัดผักยำสรุปคือรู้สึกเสียดายเงินมากกับราคาอาหาร2400กว่าบาทแพงและไม่อร่อยเมื่อเทียบกับร้านเดียวกันแต่คนละสาขาสรุปคือผมให้2ดาวกับราคาที่แพงและไม่อร่อย,0.1893491124260355,1
27,"มาทานที่สาขานี้ครั้งที่2แล้ว
ไม่ผิดหวังเหมือนเดิม
อาหารอร่อยได้เยอะผักสดๆ

แต่ครั้งนี้เมนูบางอย่างของหมดพาเพื่อนๆมากินจากกทม.เลยมีผิดหวังนิดหน่อย

แต่สั่งอย่างอื่นให้ลองกันก็อร่อยนะ

รอบนี้รอไม่นานเท่าไรเพราะไปบ่ายๆแก่ๆแล้ว",0.17518248175182483,0
28,อร่อยค่ะคนเยอะไปหน่อย.เห็นต่อคิวกันนึกว่าเเจกฟรี555หักตรงเรื่องserviceค่ะพนักงานน้อยไปหน่อยเลยดูแลไม่ทั่วถึงโดยรวมแล้วแนะนำค่ะร้านนี้,0.29523809523809524,1
29,เสี่ยวหลงเปาติ่มซำอร่อยจริงติดแต่แพงไปนิดนึงแต่ก็สมราคาอยากให้ลองมาทานดู,0.10975609756097561,0
